34.084567,25.250000
34.699804,26.375000
35.315033,28.062500
35.929686,29.875000
36.543729,31.625000
37.158879,33.312500
37.772930,35.000000
38.387743,36.625000
39.001441,38.187500
39.615397,39.750000
40.228878,41.250000
40.842737,42.687500
41.455271,44.125000
42.068376,45.500000
42.681606,46.750000
43.294118,48.000000
43.906345,49.250000
44.519788,50.375000
45.131581,51.562500
45.744659,52.625000
46.356933,53.625000
46.969402,54.687500
47.580872,55.687500
48.192963,56.625000
48.804569,57.562500
49.417143,58.500000
50.028958,59.312500
50.640982,60.250000
51.253036,61.062500
51.864792,61.937500
52.476259,62.750000
53.087856,63.500000
53.699028,64.312500
54.310681,65.062500
54.921762,65.750000
55.533365,66.437500
56.144044,67.187500
56.755881,67.875000
57.366969,68.562500
57.978982,69.250000
58.589852,69.875000
59.202319,70.562500
59.812693,71.187500
60.424227,71.812500
61.035944,72.437500
61.647484,73.062500
62.258197,73.687500
62.868978,74.250000
63.479774,74.875000
64.091606,75.437500
64.702551,76.000000
65.313620,76.562500
65.923792,77.125000
66.534755,77.625000
67.145352,78.125000
67.756432,78.687500
68.367303,79.187500
68.977687,79.687500
69.589000,80.125000
70.200148,80.625000
70.810951,81.062500
71.421836,81.500000
72.032899,81.937500
72.643643,82.375000
73.255195,82.812500
73.865519,83.250000
74.476266,83.625000
75.086942,84.062500
75.698207,84.437500
76.308906,84.812500
76.919755,85.187500
77.530187,85.625000
78.140874,86.062500
78.752021,86.500000
79.362878,86.875000
79.974437,87.250000
80.584839,87.687500
81.196054,88.062500
81.806517,88.437500
82.417837,88.750000
83.028421,89.125000
83.639551,89.437500
84.249551,89.750000
84.860684,90.125000
85.471365,90.437500
86.082218,90.750000
86.692200,91.062500
87.303679,91.375000
87.914437,91.687500
88.525303,92.062500
89.136342,92.375000
89.747343,92.750000
90.357945,93.125000
90.969386,93.437500
91.580212,93.812500
92.191309,94.125000
92.801255,94.437500
93.412198,94.750000
94.022806,95.062500
